energia_ativa_baixa_tensao_kwh,energia_ativa_alta_tensao_kwh,cpes_domestico_baixa_tensao,cpes_domestico_alta_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_baixa_tensao,cpes_outros_alta_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,14844.51 - 22924.60,0.00 - 0.54,355.01 - 407.69,3135.72 - 5235.35,81.89 - 111.81,38.21 - 83.89,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,12.51 - 28.31
12252934.51 - 18464831.15,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,12.51 - 28.31
12252934.51 - 18464831.15,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,12.51 - 28.31
18464831.15 - 25417395.44,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,12.51 - 28.31
18464831.15 - 25417395.44,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,12.51 - 28.31
18464831.15 - 25417395.44,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,3.87 - 12.51
18464831.15 - 25417395.44,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,12.51 - 28.31
18464831.15 - 25417395.44,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,91019.96 - 117492.23,12.51 - 28.31
12252934.51 - 18464831.15,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,91019.96 - 117492.23,12.51 - 28.31
12252934.51 - 18464831.15,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,91019.96 - 117492.23,12.51 - 28.31
12252934.51 - 18464831.15,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,91019.96 - 117492.23,28.31 - 47.28
18464831.15 - 25417395.44,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,91019.96 - 117492.23,28.31 - 47.28
18464831.15 - 25417395.44,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,91019.96 - 117492.23,28.31 - 47.28
12252934.51 - 18464831.15,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,91019.96 - 117492.23,28.31 - 47.28
18464831.15 - 25417395.44,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,91019.96 - 117492.23,47.28 - 68.50
18464831.15 - 25417395.44,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,117492.23 - 145961.06,47.28 - 68.50
18464831.15 - 25417395.44,3353532.66 - 9317038.68,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,117492.23 - 145961.06,47.28 - 68.50
6866211.91 - 12252934.51,0.00 - 3353532.66,63298.13 - 71336.46,0.00 - 0.54,299.03 - 355.01,11173.19 - 14557.61,53.43 - 81.89,218.69 - 308.75,0.00 - 27.46,117492.23 - 145961.06,47.28 - 68.50
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,91019.96 - 117492.23,68.50 - 91.26
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,308.75 - 408.61,0.00 - 27.46,66111.12 - 91019.96,47.28 - 68.50
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,91019.96 - 117492.23,47.28 - 68.50
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,91019.96 - 117492.23,68.50 - 91.26
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,91019.96 - 117492.23,68.50 - 91.26
34389550.85 - 47076139.34,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,308.75 - 408.61,0.00 - 27.46,91019.96 - 117492.23,68.50 - 91.26
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,308.75 - 408.61,0.00 - 27.46,91019.96 - 117492.23,68.50 - 91.26
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,308.75 - 408.61,0.00 - 27.46,91019.96 - 117492.23,91.26 - 115.76
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,308.75 - 408.61,0.00 - 27.46,91019.96 - 117492.23,91.26 - 115.76
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,308.75 - 408.61,0.00 - 27.46,91019.96 - 117492.23,91.26 - 115.76
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,91019.96 - 117492.23,91.26 - 115.76
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,91019.96 - 117492.23,91.26 - 115.76
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,91019.96 - 117492.23,115.76 - 135.43
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,117492.23 - 145961.06,115.76 - 135.43
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,117492.23 - 145961.06,135.43 - 151.71
25417395.44 - 34389550.85,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,117492.23 - 145961.06,151.71 - 171.21
34389550.85 - 47076139.34,18336169.09 - 28225548.10,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,408.61 - 485.13,0.00 - 27.46,117492.23 - 145961.06,151.71 - 171.21
12252934.51 - 18464831.15,3353532.66 - 9317038.68,83044.27 - 91443.45,0.00 - 0.54,407.69 - 466.10,14557.61 - 17978.37,255.24 - 295.97,308.75 - 408.61,0.00 - 27.46,117492.23 - 145961.06,171.21 - 188.75
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,147.04 - 190.41,174.00 - 1556.31,0.00 - 28.52,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,28.31 - 47.28
6866211.91 - 12252934.51,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,190.41 - 238.40,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,47.28 - 68.50
2983911.75 - 6866211.91,0.00 - 3353532.66,22924.60 - 32321.75,0.00 - 0.54,238.40 - 299.03,5235.35 - 7947.00,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,29385.43 - 46318.89,47.28 - 68.50
6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,16488.92 - 29385.43,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,16488.92 - 29385.43,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,16488.92 - 29385.43,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,0.00 - 3.87
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
6866211.91 - 12252934.51,18336169.09 - 28225548.10,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
2983911.75 - 6866211.91,9317038.68 - 18336169.09,22924.60 - 32321.75,0.00 - 0.54,299.03 - 355.01,5235.35 - 7947.00,194.04 - 255.24,218.69 - 308.75,0.00 - 27.46,29385.43 - 46318.89,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,53.43 - 81.89,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,53.43 - 81.89,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,53.43 - 81.89,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,53.43 - 81.89,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,53.43 - 81.89,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,53.43 - 81.89,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,53.43 - 81.89,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,3196.96 - 5377.91,0.00 - 0.54,100.27 - 147.04,174.00 - 1556.31,53.43 - 81.89,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
